Main Folder,Sub Folder,File Type,Accuracy F1-Score
fv_dorsasl_mixed,_62,classification_results_test_full.xlsx,0.4712
fv_dorsasl_mixed,_63,classification_results_test_full.xlsx,0.4712
fv_dorsasl_mixed,_64,classification_results_test_full.xlsx,0.5385
fv_dorsasl_mixed,_65,classification_results_test_full.xlsx,0.4519
fv_dorsasl_mixed,_66,classification_results_test_full.xlsx,0.4904
fv_dorsasl_mixed,_67,classification_results_test_full.xlsx,0.4615
fv_dorsasl_mixed,_68,classification_results_test_full.xlsx,0.4135
fv_dorsasl_mixed,_69,classification_results_test_full.xlsx,0.4423
fv_dorsasl_mixed,_7,classification_results_test_full.xlsx,0.4904
fv_dorsasl_mixed,_70,classification_results_test_full.xlsx,0.5000
fv_dorsasl_mixed,_71,classification_results_test_full.xlsx,0.3942
fv_dorsasl_mixed,_72,classification_results_test_full.xlsx,0.4423
fv_dorsasl_mixed,_73,classification_results_test_full.xlsx,0.4231
fv_dorsasl_mixed,_74,classification_results_test_full.xlsx,0.4615
fv_dorsasl_mixed,_75,classification_results_test_full.xlsx,0.5096
fv_dorsasl_mixed,_76,classification_results_test_full.xlsx,0.4904
fv_dorsasl_mixed,_77,classification_results_test_full.xlsx,0.4904
fv_dorsasl_mixed,_78,classification_results_test_full.xlsx,0.4712
fv_dorsasl_mixed,_79,classification_results_test_full.xlsx,0.4712
fv_dorsasl_mixed,_8,classification_results_test_full.xlsx,0.4712
fv_dorsasl_mixed,_80,classification_results_test_full.xlsx,0.4808
fv_dorsasl_mixed,_81,classification_results_test_full.xlsx,0.4327
fv_dorsasl_mixed,_82,classification_results_test_full.xlsx,0.4423
fv_dorsasl_mixed,_83,classification_results_test_full.xlsx,0.4423
fv_dorsasl_mixed,_84,classification_results_test_full.xlsx,0.4231
fv_dorsasl_mixed,_85,classification_results_test_full.xlsx,0.5481
fv_dorsasl_mixed,_86,classification_results_test_full.xlsx,0.5000
fv_dorsasl_mixed,_87,classification_results_test_full.xlsx,0.5000
fv_dorsasl_mixed,_88,classification_results_test_full.xlsx,0.4904
fv_dorsasl_mixed,_89,classification_results_test_full.xlsx,0.5481
fv_dorsasl_mixed,_9,classification_results_test_full.xlsx,0.5096
fv_dorsasl_mixed,_90,classification_results_test_full.xlsx,0.4904
fv_dorsasl_mixed,_91,classification_results_test_full.xlsx,0.4135
fv_dorsasl_mixed,_92,classification_results_test_full.xlsx,0.5000
fv_dorsasl_mixed,_93,classification_results_test_full.xlsx,0.4808
fv_dorsasl_mixed,_94,classification_results_test_full.xlsx,0.4615
fv_dorsasl_mixed,_95,classification_results_test_full.xlsx,0.4808
fv_dorsasl_mixed,_96,classification_results_test_full.xlsx,0.4904
fv_dorsasl_mixed,_97,classification_results_test_full.xlsx,0.3942
fv_dorsasl_mixed,_98,classification_results_test_full.xlsx,0.4519
fv_dorsasl_mixed,_99,classification_results_test_full.xlsx,0.4904
fv_ventral,_1,classification_results_test_full.xlsx,0.8491
fv_ventral,_10,classification_results_test_full.xlsx,0.8772
fv_ventral,_100,classification_results_test_full.xlsx,0.7754
fv_ventral,_11,classification_results_test_full.xlsx,0.8351
fv_ventral,_12,classification_results_test_full.xlsx,0.6982
fv_ventral,_13,classification_results_test_full.xlsx,0.8772
fv_ventral,_14,classification_results_test_full.xlsx,0.8982
fv_ventral,_15,classification_results_test_full.xlsx,0.8281
fv_ventral,_16,classification_results_test_full.xlsx,0.8386
fv_ventral,_17,classification_results_test_full.xlsx,0.9439
fv_ventral,_18,classification_results_test_full.xlsx,0.8421
fv_ventral,_19,classification_results_test_full.xlsx,0.8667
fv_ventral,_2,classification_results_test_full.xlsx,0.9158
fv_ventral,_20,classification_results_test_full.xlsx,0.9158
fv_ventral,_21,classification_results_test_full.xlsx,0.8070
fv_ventral,_22,classification_results_test_full.xlsx,0.8982
fv_ventral,_23,classification_results_test_full.xlsx,0.8351
fv_ventral,_24,classification_results_test_full.xlsx,0.8772
fv_ventral,_25,classification_results_test_full.xlsx,0.8982
fv_ventral,_26,classification_results_test_full.xlsx,0.8421
fv_ventral,_27,classification_results_test_full.xlsx,0.8807
fv_ventral,_28,classification_results_test_full.xlsx,0.8772
fv_ventral,_29,classification_results_test_full.xlsx,0.8877
fv_ventral,_3,classification_results_test_full.xlsx,0.8702
fv_ventral,_30,classification_results_test_full.xlsx,0.8702
fv_ventral,_31,classification_results_test_full.xlsx,0.8912
fv_ventral,_32,classification_results_test_full.xlsx,0.9439
fv_ventral,_33,classification_results_test_full.xlsx,0.9088
fv_ventral,_34,classification_results_test_full.xlsx,0.8877
fv_ventral,_35,classification_results_test_full.xlsx,0.8070
fv_ventral,_36,classification_results_test_full.xlsx,0.9123
fv_ventral,_37,classification_results_test_full.xlsx,0.6456
fv_ventral,_38,classification_results_test_full.xlsx,0.8877
fv_ventral,_39,classification_results_test_full.xlsx,0.8877
fv_ventral,_4,classification_results_test_full.xlsx,0.8982
fv_ventral,_40,classification_results_test_full.xlsx,0.9158
fv_ventral,_41,classification_results_test_full.xlsx,0.6211
fv_ventral,_42,classification_results_test_full.xlsx,0.8491
fv_ventral,_43,classification_results_test_full.xlsx,0.8702
fv_ventral,_44,classification_results_test_full.xlsx,0.8772
fv_ventral,_45,classification_results_test_full.xlsx,0.8947
fv_ventral,_46,classification_results_test_full.xlsx,0.8982
fv_ventral,_47,classification_results_test_full.xlsx,0.8772
fv_ventral,_48,classification_results_test_full.xlsx,0.8877
fv_ventral,_49,classification_results_test_full.xlsx,0.9123
fv_ventral,_5,classification_results_test_full.xlsx,0.8842
fv_ventral,_50,classification_results_test_full.xlsx,0.9158
fv_ventral,_51,classification_results_test_full.xlsx,0.9088
fv_ventral,_52,classification_results_test_full.xlsx,0.9228
fv_ventral,_53,classification_results_test_full.xlsx,0.8947
fv_ventral,_54,classification_results_test_full.xlsx,0.8772
fv_ventral,_55,classification_results_test_full.xlsx,0.8596
fv_ventral,_56,classification_results_test_full.xlsx,0.8667
fv_ventral,_57,classification_results_test_full.xlsx,0.8877
fv_ventral,_58,classification_results_test_full.xlsx,0.8842
fv_ventral,_59,classification_results_test_full.xlsx,0.9193
fv_ventral,_6,classification_results_test_full.xlsx,0.8842
fv_ventral,_60,classification_results_test_full.xlsx,0.9088
fv_ventral,_61,classification_results_test_full.xlsx,0.8737
fv_ventral,_62,classification_results_test_full.xlsx,0.7193
fv_ventral,_63,classification_results_test_full.xlsx,0.9018
fv_ventral,_64,classification_results_test_full.xlsx,0.8526
fv_ventral,_65,classification_results_test_full.xlsx,0.9298
fv_ventral,_66,classification_results_test_full.xlsx,0.8421
fv_ventral,_67,classification_results_test_full.xlsx,0.9053
fv_ventral,_68,classification_results_test_full.xlsx,0.8772
fv_ventral,_69,classification_results_test_full.xlsx,0.8877
fv_ventral,_7,classification_results_test_full.xlsx,0.9158
fv_ventral,_70,classification_results_test_full.xlsx,0.9088
fv_ventral,_71,classification_results_test_full.xlsx,0.9228
fv_ventral,_72,classification_results_test_full.xlsx,0.9158
fv_ventral,_73,classification_results_test_full.xlsx,0.9298
fv_ventral,_74,classification_results_test_full.xlsx,0.8947
fv_ventral,_75,classification_results_test_full.xlsx,0.9333
fv_ventral,_76,classification_results_test_full.xlsx,0.8596
fv_ventral,_77,classification_results_test_full.xlsx,0.8702
fv_ventral,_78,classification_results_test_full.xlsx,0.8667
fv_ventral,_79,classification_results_test_full.xlsx,0.9158
fv_ventral,_8,classification_results_test_full.xlsx,0.8772
fv_ventral,_80,classification_results_test_full.xlsx,0.8982
fv_ventral,_81,classification_results_test_full.xlsx,0.9053
fv_ventral,_82,classification_results_test_full.xlsx,0.8982
fv_ventral,_83,classification_results_test_full.xlsx,0.9088
fv_ventral,_84,classification_results_test_full.xlsx,0.8877
fv_ventral,_85,classification_results_test_full.xlsx,0.8737
fv_ventral,_86,classification_results_test_full.xlsx,0.8702
fv_ventral,_87,classification_results_test_full.xlsx,0.8877
fv_ventral,_88,classification_results_test_full.xlsx,0.8667
fv_ventral,_89,classification_results_test_full.xlsx,0.8807
fv_ventral,_9,classification_results_test_full.xlsx,0.9088
fv_ventral,_90,classification_results_test_full.xlsx,0.8456
fv_ventral,_91,classification_results_test_full.xlsx,0.8912
fv_ventral,_92,classification_results_test_full.xlsx,0.9158
fv_ventral,_93,classification_results_test_full.xlsx,0.8982
fv_ventral,_94,classification_results_test_full.xlsx,0.9053
fv_ventral,_95,classification_results_test_full.xlsx,0.8596
fv_ventral,_96,classification_results_test_full.xlsx,0.7930
fv_ventral,_97,classification_results_test_full.xlsx,0.9404
fv_ventral,_98,classification_results_test_full.xlsx,0.9018
fv_ventral,_99,classification_results_test_full.xlsx,0.8702
fv_ventral_mixed,_1,classification_results_test_full.xlsx,0.4479
fv_ventral_mixed,_10,classification_results_test_full.xlsx,0.6042
fv_ventral_mixed,_100,classification_results_test_full.xlsx,0.5312
fv_ventral_mixed,_11,classification_results_test_full.xlsx,0.5417
fv_ventral_mixed,_12,classification_results_test_full.xlsx,0.4792
fv_ventral_mixed,_13,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_14,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_15,classification_results_test_full.xlsx,0.5521
fv_ventral_mixed,_16,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_17,classification_results_test_full.xlsx,0.4375
fv_ventral_mixed,_18,classification_results_test_full.xlsx,0.4896
fv_ventral_mixed,_19,classification_results_test_full.xlsx,0.5521
fv_ventral_mixed,_2,classification_results_test_full.xlsx,0.5312
fv_ventral_mixed,_20,classification_results_test_full.xlsx,0.5208
fv_ventral_mixed,_21,classification_results_test_full.xlsx,0.5521
fv_ventral_mixed,_22,classification_results_test_full.xlsx,0.4375
fv_ventral_mixed,_23,classification_results_test_full.xlsx,0.5312
fv_ventral_mixed,_24,classification_results_test_full.xlsx,0.5625
fv_ventral_mixed,_25,classification_results_test_full.xlsx,0.4271
fv_ventral_mixed,_26,classification_results_test_full.xlsx,0.5208
fv_ventral_mixed,_27,classification_results_test_full.xlsx,0.4688
fv_ventral_mixed,_28,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_29,classification_results_test_full.xlsx,0.4583
fv_ventral_mixed,_3,classification_results_test_full.xlsx,0.5104
fv_ventral_mixed,_30,classification_results_test_full.xlsx,0.5625
fv_ventral_mixed,_31,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_32,classification_results_test_full.xlsx,0.4896
fv_ventral_mixed,_33,classification_results_test_full.xlsx,0.4688
fv_ventral_mixed,_34,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_35,classification_results_test_full.xlsx,0.4896
fv_ventral_mixed,_36,classification_results_test_full.xlsx,0.5521
fv_ventral_mixed,_37,classification_results_test_full.xlsx,0.4896
fv_ventral_mixed,_38,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_39,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_4,classification_results_test_full.xlsx,0.4896
fv_ventral_mixed,_40,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_41,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_42,classification_results_test_full.xlsx,0.4792
fv_ventral_mixed,_43,classification_results_test_full.xlsx,0.4688
fv_ventral_mixed,_44,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_45,classification_results_test_full.xlsx,0.5208
fv_ventral_mixed,_46,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_47,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_48,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_49,classification_results_test_full.xlsx,0.4062
fv_ventral_mixed,_5,classification_results_test_full.xlsx,0.4271
fv_ventral_mixed,_50,classification_results_test_full.xlsx,0.4479
fv_ventral_mixed,_51,classification_results_test_full.xlsx,0.5833
fv_ventral_mixed,_52,classification_results_test_full.xlsx,0.5521
fv_ventral_mixed,_53,classification_results_test_full.xlsx,0.5104
fv_ventral_mixed,_54,classification_results_test_full.xlsx,0.4479
fv_ventral_mixed,_55,classification_results_test_full.xlsx,0.4896
fv_ventral_mixed,_56,classification_results_test_full.xlsx,0.5208
fv_ventral_mixed,_57,classification_results_test_full.xlsx,0.4792
fv_ventral_mixed,_58,classification_results_test_full.xlsx,0.4271
fv_ventral_mixed,_59,classification_results_test_full.xlsx,0.5521
fv_ventral_mixed,_6,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_60,classification_results_test_full.xlsx,0.5833
fv_ventral_mixed,_61,classification_results_test_full.xlsx,0.5312
fv_ventral_mixed,_62,classification_results_test_full.xlsx,0.4896
fv_ventral_mixed,_63,classification_results_test_full.xlsx,0.4896
fv_ventral_mixed,_64,classification_results_test_full.xlsx,0.5104
fv_ventral_mixed,_65,classification_results_test_full.xlsx,0.4375
fv_ventral_mixed,_66,classification_results_test_full.xlsx,0.5208
fv_ventral_mixed,_67,classification_results_test_full.xlsx,0.5208
fv_ventral_mixed,_68,classification_results_test_full.xlsx,0.5417
fv_ventral_mixed,_69,classification_results_test_full.xlsx,0.5938
fv_ventral_mixed,_7,classification_results_test_full.xlsx,0.4792
fv_ventral_mixed,_70,classification_results_test_full.xlsx,0.5104
fv_ventral_mixed,_71,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_72,classification_results_test_full.xlsx,0.5521
fv_ventral_mixed,_73,classification_results_test_full.xlsx,0.5312
fv_ventral_mixed,_74,classification_results_test_full.xlsx,0.5208
fv_ventral_mixed,_75,classification_results_test_full.xlsx,0.4375
fv_ventral_mixed,_76,classification_results_test_full.xlsx,0.6146
fv_ventral_mixed,_77,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_78,classification_results_test_full.xlsx,0.4375
fv_ventral_mixed,_79,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_8,classification_results_test_full.xlsx,0.4688
fv_ventral_mixed,_80,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_81,classification_results_test_full.xlsx,0.5208
fv_ventral_mixed,_82,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_83,classification_results_test_full.xlsx,0.5833
fv_ventral_mixed,_84,classification_results_test_full.xlsx,0.4583
fv_ventral_mixed,_85,classification_results_test_full.xlsx,0.5729
fv_ventral_mixed,_86,classification_results_test_full.xlsx,0.4167
fv_ventral_mixed,_87,classification_results_test_full.xlsx,0.4271
fv_ventral_mixed,_88,classification_results_test_full.xlsx,0.5625
fv_ventral_mixed,_89,classification_results_test_full.xlsx,0.4583
fv_ventral_mixed,_9,classification_results_test_full.xlsx,0.5312
fv_ventral_mixed,_90,classification_results_test_full.xlsx,0.5208
fv_ventral_mixed,_91,classification_results_test_full.xlsx,0.4792
fv_ventral_mixed,_92,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_93,classification_results_test_full.xlsx,0.3958
fv_ventral_mixed,_94,classification_results_test_full.xlsx,0.4167
fv_ventral_mixed,_95,classification_results_test_full.xlsx,0.4896
fv_ventral_mixed,_96,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_97,classification_results_test_full.xlsx,0.4896
fv_ventral_mixed,_98,classification_results_test_full.xlsx,0.5000
fv_ventral_mixed,_99,classification_results_test_full.xlsx,0.5417
lc_dorasl,_1,classification_results_test_full.xlsx,0.9044
lc_dorasl,_10,classification_results_test_full.xlsx,0.9089
lc_dorasl,_100,classification_results_test_full.xlsx,0.8867
lc_dorasl,_11,classification_results_test_full.xlsx,0.9222
lc_dorasl,_12,classification_results_test_full.xlsx,0.8400
lc_dorasl,_13,classification_results_test_full.xlsx,0.9067
lc_dorasl,_14,classification_results_test_full.xlsx,0.9022
lc_dorasl,_15,classification_results_test_full.xlsx,0.9000
lc_dorasl,_16,classification_results_test_full.xlsx,0.7333
lc_dorasl,_17,classification_results_test_full.xlsx,0.8978
lc_dorasl,_18,classification_results_test_full.xlsx,0.8956
lc_dorasl,_19,classification_results_test_full.xlsx,0.8956
lc_dorasl,_2,classification_results_test_full.xlsx,0.8867
lc_dorasl,_20,classification_results_test_full.xlsx,0.8844
lc_dorasl,_21,classification_results_test_full.xlsx,0.8644
lc_dorasl,_22,classification_results_test_full.xlsx,0.8467
lc_dorasl,_23,classification_results_test_full.xlsx,0.8978
lc_dorasl,_24,classification_results_test_full.xlsx,0.8667
lc_dorasl,_25,classification_results_test_full.xlsx,0.8156
lc_dorasl,_26,classification_results_test_full.xlsx,0.8800
lc_dorasl,_27,classification_results_test_full.xlsx,0.9022
lc_dorasl,_28,classification_results_test_full.xlsx,0.8911
lc_dorasl,_29,classification_results_test_full.xlsx,0.8689
lc_dorasl,_3,classification_results_test_full.xlsx,0.8822
lc_dorasl,_30,classification_results_test_full.xlsx,0.9089
lc_dorasl,_31,classification_results_test_full.xlsx,0.8978
lc_dorasl,_32,classification_results_test_full.xlsx,0.9067
lc_dorasl,_33,classification_results_test_full.xlsx,0.9133
lc_dorasl,_34,classification_results_test_full.xlsx,0.8689
lc_dorasl,_35,classification_results_test_full.xlsx,0.8000
lc_dorasl,_36,classification_results_test_full.xlsx,0.9067
lc_dorasl,_37,classification_results_test_full.xlsx,0.8667
lc_dorasl,_38,classification_results_test_full.xlsx,0.9289
lc_dorasl,_39,classification_results_test_full.xlsx,0.8800
lc_dorasl,_4,classification_results_test_full.xlsx,0.8867
lc_dorasl,_40,classification_results_test_full.xlsx,0.9200
lc_dorasl,_41,classification_results_test_full.xlsx,0.8889
lc_dorasl,_42,classification_results_test_full.xlsx,0.8978
lc_dorasl,_43,classification_results_test_full.xlsx,0.9222
lc_dorasl,_44,classification_results_test_full.xlsx,0.8422
lc_dorasl,_45,classification_results_test_full.xlsx,0.9022
